City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
556,Olinda,BR,-8.0089,-34.8553,80.33,69,40,5.75,scattered clouds
557,Skhisma,GR,35.2667,25.7167,55.83,71,42,17.98,light rain
558,Umm Lajj,SA,25.0213,37.2685,73.4,63,100,18.3,overcast clouds
559,Concepcion,CL,-36.827,-73.0498,55.2,82,0,9.22,clear sky
560,San Carlos De Bariloche,AR,-41.1456,-71.3082,50.25,77,27,2.71,scattered clouds
561,Shubarshi,KZ,48.5872,57.1869,18.48,67,7,9.44,clear sky
562,Timizart,DZ,36.8,4.2667,43.83,83,16,4.52,few clouds
563,Bonthe,SL,7.5264,-12.505,75.92,82,100,3.36,overcast clouds
564,Makurdi,NG,7.7411,8.5121,85.33,56,47,8.97,scattered clouds
565,Benguela,AO,-12.5763,13.4055,80.83,71,97,3.15,overcast clouds
566,Harper,LR,4.375,-7.7169,78.78,84,38,0.65,scattered clouds
567,Gamba,GA,-2.65,10.0,74.91,88,100,2.26,overcast clouds
568,Grand Gaube,MU,-20.0064,57.6608,80.38,83,100,6.35,moderate rain
569,Springbok,ZA,-29.6643,17.8865,74.23,35,0,3.62,clear sky
570,Nola,IT,40.922,14.5329,49.93,77,33,6.38,scattered clouds
571,Ipixuna,BR,-1.7625,-48.8043,71.71,98,95,3.02,light rain
572,Sebastian,US,35.1668,-94.2669,25.39,85,100,3.67,overcast clouds
573,Shahrud,IR,36.4182,54.9763,35.89,98,100,3.62,light rain
574,Saint-Honore,CA,48.5334,-71.0824,3.29,83,100,3.51,light snow
575,Fonte Boa,BR,-2.4959,-66.2662,72.01,99,100,2.21,overcast clouds
576,Fatehpur,IN,25.9333,80.8,76.15,42,14,12.19,few clouds
577,Posevnaya,RU,54.3006,83.3297,10.92,93,33,5.79,scattered clouds
